Company,CEO,CEO Linkedin Profile,Vice President,Vice President Linkedin Profile
PVH Corp.,Emanuel Chirico ,https://www.linkedin.com/in/mannychirico,Mike Klebanow ,https://www.linkedin.com/in/mike-klebanow-7a3a662
RADA Electronic Industries Ltd.,Dov Sella ,https://il.linkedin.com/in/dov-sella-a324941,Ilan Wittenberg ,https://www.linkedin.com/in/ilan-wittenberg
Ralph Lauren Corporation,Patrice Louvet ,https://www.linkedin.com/in/patrice-louvet,Amy Jaffe ,https://www.linkedin.com/in/amy-jaffe-9a01557
Rand Capital Corporation,Els Donaldson ,https://www.linkedin.com/in/els-donaldson-40192b4a,Margaret Whalen Brechtel CPA ,https://www.linkedin.com/in/margaret-whalen-brechtel-cpa-02285344
"Rave Restaurant Group, Inc.",Bob Bafundo ,https://www.linkedin.com/in/bob-bafundo-44908a3,Brett Heinen ,https://www.linkedin.com/in/brett-heinen-34666541
"Reeds, Inc.",Eliane Reese ,https://www.linkedin.com/in/eliane-reese-268285146,David Howard ,https://www.linkedin.com/in/david-howard-0b745832
"Renmin Tianli Group, Inc.",Result Not Found,No Results,Result Not Found,No Results
"Revlon, Inc.",Debbie Perelman ,https://www.linkedin.com/in/debbie-perelman-8092b45,Bob Callaghan ,https://www.linkedin.com/in/bob-callaghan-51870713
RiceBran Technologies,Brent Rystrom ,https://www.linkedin.com/in/brent-rystrom-860155b0,Kevin Mosley ,https://www.linkedin.com/in/kevin-mosley-3188448
"Richardson Electronics, Ltd.",Edward J. Richardson ,https://www.linkedin.com/in/edward-j-richardson-54136a32,Robert Ben ,https://www.linkedin.com/in/robertben
"Rocky Brands, Inc.","Tom Robertson, CPA ",https://www.linkedin.com/in/tom-robertson-cpa-41271a12,Joshua Thomas ,https://www.linkedin.com/in/joshua-thomas-5626462
"Rocky Mountain Chocolate Factory, Inc.",Andy Black ,https://www.linkedin.com/in/andy-black-0538102b,Ryan McGrath ,https://www.linkedin.com/in/ryan-mcgrath-026a4569
S&W Seed Company,Alan Willits ,https://www.linkedin.com/in/alan-willits-47835a17,Don Panter ,https://www.linkedin.com/in/don-panter-98bb615
"Sanderson Farms, Inc.",Robin Robinson ,https://www.linkedin.com/in/robin-robinson-40526b16,Hilary Burroughs ,https://www.linkedin.com/in/hilary-burroughs-a676634
Seneca Foods Corp.,Top 19 Mike Laber profiles ,https://www.linkedin.com/pub/dir/Mike/Laber,Timothy Benjamin ,https://www.linkedin.com/in/timothy-benjamin-7ba73418
Seneca Foods Corp.,Top 19 Mike Laber profiles ,https://www.linkedin.com/pub/dir/Mike/Laber,Timothy Benjamin ,https://www.linkedin.com/in/timothy-benjamin-7ba73418
"Sequential Brands Group, Inc.",Karen Murray ,https://www.linkedin.com/in/karen-murray-835a19157,Karen Ioli ,https://www.linkedin.com/in/karen-ioli-2977b46
"Shineco, Inc.",Ken Conway ,https://ca.linkedin.com/in/ken-conway-829703b,Result Not Found,No Results
"SiteOne Landscape Supply, Inc.",Phil Dahl ,https://www.linkedin.com/in/phil-dahl-37093117,Xueying Chen ,https://www.linkedin.com/in/xueying-chen-2aba05118
"Skechers U.S.A., Inc.",Michael Greenberg ,https://www.linkedin.com/in/michael-greenberg-27126b40,Brian Cross ,https://www.linkedin.com/in/brian-cross-3a01732
"Sonos, Inc.",Patrick Spence ,https://www.linkedin.com/in/patrickspence,Michael Groeninger ,https://www.linkedin.com/in/michael-groeninger-898aa66
Sony Corp Ord,Result Not Found,No Results,Result Not Found,No Results
SpartanNash Company,Dave Staples ,https://www.linkedin.com/in/dave-staples-b15bb713,Tammy Hurley ,https://www.linkedin.com/in/tammy-hurley-b9712641
Standard Diversified Inc.,Ian Estus ,https://www.linkedin.com/in/ian-estus-8827294,Bradford Tobin ,https://www.linkedin.com/in/bradfordtobin
"Steven Madden, Ltd.",Stuart Werner ,https://www.linkedin.com/in/stuartewerner,Michael Paradise ,https://www.linkedin.com/in/michael-paradise-21aaa428
"Superior Group of Companies, Inc.",Cindy Fischler ,https://www.linkedin.com/in/cindy-fischler-ba786b7,William Goode ,https://www.linkedin.com/in/william-goode-2a76198
Sysco Corporation,Mike Nichols ,https://www.linkedin.com/in/mike-nichols-b9180851,Sandra G Carson ,https://www.linkedin.com/in/sandra-g-carson-08645314
Taitron Components Incorporated,Result Not Found,No Results,Result Not Found,No Results
"Tandy Leather Factory, Inc.",Janet Carr ,https://www.linkedin.com/in/janet-carr-9863275,Janet Carr ,https://www.linkedin.com/in/janet-carr-9863275
"Tapestry, Inc.",Bob Poole ,https://www.linkedin.com/in/bob-poole-11728685,Amy F. Melican ,https://www.linkedin.com/in/amy-f-melican-298a16b0
"TDH Holdings, Inc.",Result Not Found,No Results,Result Not Found,No Results
TE Connectivity Ltd.,John Jenkins ,https://www.linkedin.com/in/john-jenkins-6b029b27,John Jenkins ,https://www.linkedin.com/in/john-jenkins-6b029b27
TESSCO Technologies Incorporated,Murray Wright ,https://www.linkedin.com/in/murray-wright-a064444,Charles Kriete ,https://www.linkedin.com/in/charleskriete
The Alkaline Water Company Inc.,Ricky Wright ,https://www.linkedin.com/in/ricky-wright-4264643b,Frank Lazaran ,https://www.linkedin.com/in/frank-lazaran-7346a935
"The Chefs' Warehouse, Inc.",Ed Kauffeld ,https://www.linkedin.com/in/edkauffeld,Ed Kauffeld ,https://www.linkedin.com/in/edkauffeld
"The Hain Celestial Group, Inc.","Steven Reinemund – VP, Ecommerce at The Hain Celestial Group ..",https://www.linkedin.com/in/reinemund/de,Michael Calderon ,https://www.linkedin.com/in/michael-calderon-55b1407
The Kraft Heinz Company,David Knopf ,https://www.linkedin.com/in/david-knopf-62142b92,Magen Hanrahan Doughtie ,https://www.linkedin.com/in/magenhanrahan
The Simply Good Foods Company,Jill Short ,https://www.linkedin.com/in/jill-short-clark-1a77b730,Mark Pogharian ,https://www.linkedin.com/in/mark-pogharian-4a9b40b
"Thor Industries, Inc.",Bob Martin ,https://www.linkedin.com/in/bob-martin-34610298,Ken Julian ,https://www.linkedin.com/in/ken-julian-532bba26
"Tootsie Roll Industries, Inc.",JESSE LEBRON ,https://www.linkedin.com/in/jesse-lebron-944a8848,Austen Huth ,https://www.linkedin.com/in/austen-huth-84674862
"Treehouse Foods, Inc.",Hoffman Doris ,https://www.linkedin.com/in/hoffman-doris-43057110,Ron Enders ,https://www.linkedin.com/in/ron-enders-85617a9
"Truett-Hurst, Inc.",Jim Bielenberg ,https://www.linkedin.com/in/jamesbielenbergcpacmaa,Jason Strobbe ,https://www.linkedin.com/in/jason-strobbe-356877b
Tupperware Brands Corporation,Rick Goings ,https://www.linkedin.com/in/rick-goings-49615b14,Elinor Steele,https://www.linkedin.com/in/elinor-steele-zegelbone-a9692a3
"Turning Point Brands, Inc.",Nick Molina ,https://www.linkedin.com/in/nick-molina-8758084,Brittani Cushman ,https://www.linkedin.com/in/brittanicushman
"Tyson Foods, Inc.",Tom Hayes ,https://www.linkedin.com/in/thomasphayes,April Gage ,https://www.linkedin.com/in/april-gage-07494189
"Under Armour, Inc.",David Bergman ,https://www.linkedin.com/in/david-bergman-36aa8522,David Bergman ,https://www.linkedin.com/in/david-bergman-36aa8522
"Under Armour, Inc.",David Bergman ,https://www.linkedin.com/in/david-bergman-36aa8522,David Bergman ,https://www.linkedin.com/in/david-bergman-36aa8522
"Unifi, Inc.",Kevin Hall ,https://www.linkedin.com/in/kevin-hall-43a73314a,Chris Smosna ,https://www.linkedin.com/in/chris-smosna-a4931812
"United Natural Foods, Inc.",Don McIntyre ,https://www.linkedin.com/in/mcintyredon,Paul Green ,https://www.linkedin.com/in/paul-green-a073a1a7
"United-Guardian, Inc.",Paul Green ,https://www.linkedin.com/in/paul-green-a073a1a7,Paul Green ,https://www.linkedin.com/in/paul-green-a073a1a7
Universal Electronics Inc.,Bryan Hackworth ,https://www.linkedin.com/in/bryan-hackworth-a711686,Bryan Hackworth ,https://www.linkedin.com/in/bryan-hackworth-a711686
"Universal Security Instruments, Inc.",David Hovis ,https://www.linkedin.com/in/david-hovis-5aa40661,Karen Yaggie ,https://www.linkedin.com/in/karen-yaggie-00795b12
US Foods Holding Corp.,Theresa Riley ,https://www.linkedin.com/in/theresa-riley-121b1a60,Billy Greene ,https://www.linkedin.com/in/billy-greene-39303278
V.F. Corporation,Steve Rendle ,https://www.linkedin.com/in/steve-rendle-5ab40127,Kim Yates ,https://www.linkedin.com/in/kimyates12
Vector Group Ltd.,Howard Lorber ,https://www.linkedin.com/in/howard-lorber-282229141,Deborah Fasanelli ,https://www.linkedin.com/in/deborah-fasanelli-b04b504
"Vera Bradley, Inc.","Amy Stark – CEO – Digital Dames, Inc. ",https://www.linkedin.com/in/1amystark/de,Anastacia Knapper ,https://www.linkedin.com/in/anastacia-knapper-5a57279b
"Village Farms International, Inc.",Michael A DeGiglio ,https://www.linkedin.com/in/michael-a-degiglio-ab856b12,Steve Ruffini ,https://www.linkedin.com/in/steve-ruffini-6928241
"Vitamin Shoppe, Inc",Deborah Derby ,https://www.linkedin.com/in/deborah-derby-7ab9173a,Meghan Wolfinger ,https://www.linkedin.com/in/meghan-wolfinger-4338a078
VOXX International Corporation,Pat Lavelle ,https://www.linkedin.com/in/pat-lavelle-3990335,Rich Stein ,https://www.linkedin.com/in/rich-stein-58a79380
"WESCO International, Inc.",Dan Brailer ,https://www.linkedin.com/in/dan-brailer-400b17a,Vicki Marucci ,https://www.linkedin.com/in/vicki-marucci-20b29a127
"Weyco Group, Inc.",tom FLORSHEIM ,https://www.linkedin.com/in/tom-florsheim-48892013,Allison Woss ,https://www.linkedin.com/in/allison-woss-714706132
"Willamette Valley Vineyards, Inc.",Bob Halligan ,https://www.linkedin.com/in/bob-halligan-654299b,Josh Gaskill ,https://www.linkedin.com/in/josh-gaskill-26280914
"Willamette Valley Vineyards, Inc.",Bob Halligan ,https://www.linkedin.com/in/bob-halligan-654299b,Josh Gaskill ,https://www.linkedin.com/in/josh-gaskill-26280914
"Winnebago Industries, Inc.",Jeff Kubacki ,https://www.linkedin.com/in/jeffkubacki,Ashis Bhattacharya ,https://www.linkedin.com/in/ashisbhattacharya
"Wolverine World Wide, Inc.",Blake Krueger ,https://www.linkedin.com/in/blake-krueger-b9b574b,Amy Klimek ,https://www.linkedin.com/in/amy-klimek-57770514
"YETI Holdings, Inc.",Todd Goffman ,https://www.linkedin.com/in/todd-goffman-9ab7b2,Jen Adams (McCleaf) ,https://www.linkedin.com/in/jenmccleafadams
