Car Name,Car Price,Car Description,Car Mileage,Car Link,Number of Pictures
2005 Honda CBR,"$3,500","Bike has new battery,breaks,tires,spark plugs,break an clutch leavers,mirrors,windscreen the bike runs great an you cant find a 1000cc bike for $3500 especially ready to go its been serviced recently also please no tire kickers i really need to sell asap i will not go any less than 3,000 dollars if u dont have 3,000 dont bother please I have had so many dumb offers on the bike the bike is worth $3,000 all day everyday don't matter if it's winter spring or summer I know what I got and I know what it's worth thank you in advance and if the bike is up for sale it is still available no need to ask See less","Driven 36,000 miles",https://www.facebook.com/marketplace/item/190229323218355/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833287506584624%22%2C%22mf_story_key%22%3A%224427583234018391%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A4427583234018391%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A53%2C%5C%22ranking_signature%5C%22%3A3885465537538424832%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00029774860491588%7D%22%7D,2
2012 Hyundai Elantra GLS Sedan 4D,"$5,400","SALVAG TITLE 
SOLD AS IS 
VERY GOOD CONDITION CAR  ","Driven 98,000 miles",https://www.facebook.com/marketplace/item/976643092963629/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833287506584624%22%2C%22mf_story_key%22%3A%224549219078494421%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A4549219078494421%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A54%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00032076914080083%7D%22%7D,11
2010 Cadillac SRX,"$9,500",Super clean car. Runs great and looks good. Selling for a friend. Title in hand. If you are interested or have any questions call Ray at [hidden information]. See less,"Driven 135,930 miles",https://www.facebook.com/marketplace/item/421566946036626/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833287506584624%22%2C%22mf_story_key%22%3A%224530195620360273%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A4530195620360273%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A55%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00031939263084446%7D%22%7D,8
2001 GMC sierra 2500 SLE,"$7,500","GMC Sierra 2500 SLE 2001 Extended Cab, 200k miles, 6.0 liter, 4.10 rear, 4WD, auto trans, a/c, pwr windows, pwr locks, tilt wheel, cloth seats, JVC stereo, bed liner, lockable hard tonneau cover, receiver hitch, trailer brake controller. Mechanically in excellent shape, typical GM truck rust. See less","Driven 200,000 miles",https://www.facebook.com/marketplace/item/7322818624402322/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833218624451764%22%2C%22mf_story_key%22%3A%224607064482716612%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A4607064482716612%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A56%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00031980006110456%7D%22%7D,5
,0,,N/A,,0
2012 Mazda Mazda6 i Grand Touring Sedan 4D,"$5,000","Good Condition, no accidents, minor wear and tear as you can see from pics , interior is in great condition with original rugs that came with the car, original spare & jack etc. I love this car & I only used it to ride back and forth to NY every weekend to see my kid. Lowered the price bc I’ve put 7k more miles on it since I posted it but no low balls. Asking 4K or Best Offer See less","Driven 177,000 miles",https://www.facebook.com/marketplace/item/260435705481199/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833218624451764%22%2C%22mf_story_key%22%3A%223563711913711580%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A3563711913711580%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A57%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00032025311808502%7D%22%7D,4
2008 Chrysler Sebring Touring Convertible 2D,"$3,600",Beautiful car for the summer. AC / heat works perfectly. Tap works as expected. Very nice car. Come take a test drive. Price negotiable upon test drive. See less,"Driven 104,359 miles",https://www.facebook.com/marketplace/item/6578034308934551/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833218624451764%22%2C%22mf_story_key%22%3A%226584155331626077%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6584155331626077%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A58%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.0003181339307261%7D%22%7D,10
2004 Honda Accord EX Sedan 4D,"$4,500","This car is great , little cosmetic work but not engine problems , engine transmission 100 percent Runs smooth shifts great , A/c HEAT 100 percent TITTLE CLEAN ,  only 142.000 miles Great on gas , new tires , %5 tint all way round , she’s ready to go !  See less","Driven 142,000 miles",https://www.facebook.com/marketplace/item/343064510963734/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833218624451764%22%2C%22mf_story_key%22%3A%227318899551469466%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7318899551469466%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A59%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00031681927868802%7D%22%7D,6
2011 Buick Regal CXL Sedan 4D,"$4,999","2011 Buick Regal 
Clean title 
70k miles
Ac and heat works great 
Backup sensor 
Sunroof , leather seats 
Runs and drives great 
No issues at all
4999 OBO
Come by for an quick sale !!!!
Serious inquiries only no trades 
 See less","Driven 70,627 miles",https://www.facebook.com/marketplace/item/3107465306198150/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833218624451764%22%2C%22mf_story_key%22%3A%223566159070175875%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A3566159070175875%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A61%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00065314782065473%7D%22%7D,10
,0,,N/A,,0
,0,,N/A,,0
2007 Toyota Solara Sport Coupe 2D,"$3,700",Clean title and drive good. No accidents report. ,"Driven 137,000 miles",https://www.facebook.com/marketplace/item/1034268007076962/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-7254833218624451764%22%2C%22mf_story_key%22%3A%223813176295441965%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A3813176295441965%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A63%2C%5C%22ranking_signature%5C%22%3A4846787979840061440%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00030564909771855%7D%22%7D,5
