Car Name,Car Price,Car Description,Car Mileage,Car Link,Number of Pictures
1988 BMW 3 Series,"$3,000",BMW 325i convertible with only 88k miles. It is a rolling shell. Its been sitting in a storage unit which I'm getting rid of. This was a project car so I'm parting out everything BMW 325i convertible rolling shell- $3000 needs new rear window ZF five speed manual Tranny 88k miles-$800 M52TUB28 83k miles-$600 Brand new Ebay t3/t4 turbo kit-$400 Brand new Mishimoto intercooler-$150 Brand new BMW e36 Z3 steering rack and pinion-$800 Brand new e30 m20 tubular manifold-$150 E30 m20 ported and polished head-$200,"88,300 miles",https://www.facebook.com/marketplace/item/2410703925872071/,17
1992 Ford Ranger Regular Cab,"$1,200",N/A,"185,000 miles",https://www.facebook.com/marketplace/item/2457036067658681/,6
Sonata 2007,"$2,500",N/A,"2,500 miles",https://www.facebook.com/marketplace/item/583078808785007/,19
2003 Saturn VUE,"$1,500",N/A,"124,000 miles",https://www.facebook.com/marketplace/item/621048828343518/,2
1998 Isuzu Rodeo Sport Suv,"$1,000",N/A,"184,000 miles",https://www.facebook.com/marketplace/item/1935287383152440/,10
2006 Mazda RX-8,"$1,600",N/A,"96,000 miles",https://www.facebook.com/marketplace/item/891684234363492/,0
2010 Honda Civic,"$6,500",N/A,"160,000 miles",https://www.facebook.com/marketplace/item/422434305161697/,10
2003 Honda Accord,"$2,300",N/A,"14,300 miles",https://www.facebook.com/marketplace/item/377328556383938/,10
2016 BMW 4 Series,"$21,750",N/A,"39,518 miles",https://www.facebook.com/marketplace/item/234858897442036/,19
1997 Ford F250 Crew Cab,"$2,500","The interior of this truck is in near perfect condition. No cracks in the dash or tears in the head liner or seat. I am the second owner of this truck and did a full tune up with all new plug wires along with ball joints and bearings when I first got the truck around 125k. I had the torque converter replaced around 5k ago. A lot of highway miles. I used it back and forth to Trenton and the original owner used it as a weekend truck to go fishing so it has 305 gears. It will cruise at 70-75 comfortably all day. The bad: it is starting to show it’s age in the normal rust spots on the body’s but the frame is solid. It does need a speed sensor in the trans, break line repair and a battery. $2500 obo","147,000 miles",https://www.facebook.com/marketplace/item/250803809143238/,11
2009 Nissan Maxima,"$1,995",CITI AUTO GROUP [hidden information] 4160 TORRESDALE AVE PHILADELPHIA PA 19124 2009 NISSAN MAXIMA JUST IN WOW 😮 COME ON IN !!! WE GET YOU DONE!! YOUR JOB IS YOUR CREDIT!! CITIAUTOGROUP.COM INBOX ME ASK ME QUESTIONS!!,"98,051 miles",https://www.facebook.com/marketplace/item/377112782865753/,10
2006 Lincoln Navigator,"$2,699",N/A,"230,000 miles",https://www.facebook.com/marketplace/item/355867165004282/,20
2002 Chrysler Voyager,"$1,499",N/A,"148,000 miles",https://www.facebook.com/marketplace/item/323435254818846/,10
1990 Honda Civic,"$2,000",N/A,"141,000 miles",https://www.facebook.com/marketplace/item/384634375428431/,6
2012 Chevrolet Malibu,"$3,500",N/A,"90,000 miles",https://www.facebook.com/marketplace/item/1963828583923956/,8
2002 Chrysler Sebring,"$1,980",N/A,"93,300 miles",https://www.facebook.com/marketplace/item/767662926922312/,12
1999 Ford F250 Super Duty Super Cab,"$6,300",N/A,"260,000 miles",https://www.facebook.com/marketplace/item/599205350527552/,3
2007 Toyota Avalon,"$4,000",N/A,"128,000 miles",https://www.facebook.com/marketplace/item/411499366267397/,8
2005 Toyota Camry,"$3,500",N/A,"177,000 miles",https://www.facebook.com/marketplace/item/608673742910614/,7
1995 Toyota Corolla,$600,N/A,"229,000 miles",https://www.facebook.com/marketplace/item/385897671994326/,7
2013 Nissan Rogue,"$7,800",N/A,"52,000 miles",https://www.facebook.com/marketplace/item/386985222082562/,5
1998 Oldsmobile Silhouette,$500,N/A,"250,000 miles",https://www.facebook.com/marketplace/item/383325042451210/,0
1993 Toyota Corolla,$630,N/A,"280,000 miles",https://www.facebook.com/marketplace/item/2193884704027867/,10
2007 Yamaha Yz450,"$1,000",N/A,N/A,https://www.facebook.com/marketplace/item/242244083372451/,10
Ram 1500 2003,"$3,900",N/A,"1,500 miles",https://www.facebook.com/marketplace/item/569055386897408/,8
07 CTS caddy special edition fun to drive,"$3,500",N/A,"156,000 miles",https://www.facebook.com/marketplace/item/280800379265027/,13
2019 Jeep Cherokee Trailhawk 4WD,"$27,777",N/A,"15,962 miles",https://www.facebook.com/marketplace/item/311122006203800/,0
2007 Kawasaki Ninja ZX-6R ONLY 3K MILES,"$5,500",N/A,"3,937 miles",https://www.facebook.com/marketplace/item/283460515679648/,5
2009 Acura MDX,"$6,000",N/A,"177,000 miles",https://www.facebook.com/marketplace/item/1654625568042562/,3
2002 Honda CR-V,"$3,060",N/A,N/A,https://www.facebook.com/marketplace/item/229004317909343/,6
2003 Mercedes-Benz M-Class,"$2,450",N/A,"149,999 miles",https://www.facebook.com/marketplace/item/2084020524996292/,11
2015 Chevrolet Impala,"$1,500",We approve everyone ! Home of guaranteed approval 💯 1ownercar.net As low as $499 down payment ! 1ownercar.net,"58,000 miles",https://www.facebook.com/marketplace/item/362547530967111/,4
2010 Ford F150 Super Cab,"$7,800",Good condition,"122,000 miles",https://www.facebook.com/marketplace/item/819085075098277/,7
2006 Dodge Charger,"$2,700",N/A,"130,000 miles",https://www.facebook.com/marketplace/item/302045910389618/,9
2004 Nissan Murano,"$3,000",N/A,"123,000 miles",https://www.facebook.com/marketplace/item/299143863961366/,9
2000 z28,"$11,000",N/A,N/A,https://www.facebook.com/marketplace/item/1989388447826297/,3
2009 Suzuki Gsxr 600,"$5,500",N/A,"6,100 miles",https://www.facebook.com/marketplace/item/624929524593685/,8
2020 Stoughton Dry Van,"$30,995",N/A,N/A,https://www.facebook.com/marketplace/item/2332238590143917/,0
2002 Chevrolet Suburban 1500,"$3,250",N/A,"167,000 miles",https://www.facebook.com/marketplace/item/407120170039890/,11
2010 Kia Forte,"$3,200",N/A,"139,000 miles",https://www.facebook.com/marketplace/item/663630547385987/,10
2015 Jeep Grand Cherokee,"$1,027",N/A,"52,040 miles",https://www.facebook.com/marketplace/item/141484500068282/,5
2010 Hyundai Elantra,"$5,495",N/A,"122,000 miles",https://www.facebook.com/marketplace/item/2073017972812462/,8
2005 Mercury Mountaineer,"$3,500",N/A,"170,000 miles",https://www.facebook.com/marketplace/item/384958838734696/,6
2004 Ford Expedition,"$3,000",N/A,"123,456 miles",https://www.facebook.com/marketplace/item/372177956946676/,6
2004 Toyota Tacoma Double Cab,"$8,200",N/A,"143,610 miles",https://www.facebook.com/marketplace/item/2302787333300099/,10
2007 Buick Rendezvous,"$3,195",N/A,"150,000 miles",https://www.facebook.com/marketplace/item/228372974772713/,7
2002 Toyota Tacoma Double Cab,"$8,500",N/A,"147,226 miles",https://www.facebook.com/marketplace/item/992044540978812/,10
2014 Dodge Dart,"$7,995",N/A,"39,000 miles",https://www.facebook.com/marketplace/item/763997683960067/,10
2012 Nissan Versa,"$3,950",N/A,"135,000 miles",https://www.facebook.com/marketplace/item/378151216342187/,4
2004 Honda Pilot,"$3,500",N/A,"140,500 miles",https://www.facebook.com/marketplace/item/605697603187566/,8
2013 Jeep Patriot,"$11,999",N/A,"82,709 miles",https://www.facebook.com/marketplace/item/377324219746642/,0
2016 Honda HR-V,"$13,550",N/A,"46,250 miles",https://www.facebook.com/marketplace/item/425786234834668/,10
2014 Ford Transit Connect Passenger,"$9,497",N/A,"161,394 miles",https://www.facebook.com/marketplace/item/2119931084920187/,9
2012 FIAT 500,"$5,999",N/A,"55,000 miles",https://www.facebook.com/marketplace/item/352191625509227/,18
1999 Ford Explorer,$700,N/A,"160,000 miles",https://www.facebook.com/marketplace/item/461839017685747/,7
2000 Ford Mustang,"$1,600",N/A,"180,000 km",https://www.facebook.com/marketplace/item/893757934161863/,4
2006 Toyota Corolla,"$3,000",N/A,"143,235 miles",https://www.facebook.com/marketplace/item/2369567829760250/,4
2010 Dodge Ram 1500 Quad Cab,"$18,000",N/A,"41,000 miles",https://www.facebook.com/marketplace/item/758178171218105/,3
1997 Honda Shadom,$800,N/A,"5,000 miles",https://www.facebook.com/marketplace/item/2351071815122570/,3
2013 Dodge Dart,"$4,500",N/A,N/A,https://www.facebook.com/marketplace/item/342738246452209/,9
2016 Kawasaki Ninja 650 ABS ONLY 200 MILES,"$5,900",N/A,300 miles,https://www.facebook.com/marketplace/item/1786357028130818/,5
2008 Ford Mustang,"$6,100",N/A,"98,563 miles",https://www.facebook.com/marketplace/item/1069768053225070/,15
2000 Suzuki Grand Vitara,"$1,700",N/A,"154,000 miles",https://www.facebook.com/marketplace/item/2244900869092615/,6
2004 Mazda Tribute,"$3,000",N/A,"190,000 miles",https://www.facebook.com/marketplace/item/380641776067753/,8
2004 Chevrolet Aveo,"$1,400",N/A,"1,200 miles",https://www.facebook.com/marketplace/item/514100275665068/,5
2004 Nissan 200SX,"$2,300",N/A,N/A,https://www.facebook.com/marketplace/item/367052660742771/,11
2011 Toyota Camry,"$8,999",N/A,"89,234 miles",https://www.facebook.com/marketplace/item/381457529315243/,0
2000 Ford F150 Regular Cab,$850,N/A,"183,000 miles",https://www.facebook.com/marketplace/item/364967537635287/,6
2006 Dodge Magnum,"$2,600",N/A,"198,000 miles",https://www.facebook.com/marketplace/item/325997148013325/,10
1995 Honda Civic,$656,N/A,"171,000 miles",https://www.facebook.com/marketplace/item/227782344769094/,4
2017 INFINITI QX60,"$22,900",N/A,"14,000 miles",https://www.facebook.com/marketplace/item/344868579441751/,20
2004 Honda Crf250r,"$2,300",N/A,"1,111,111 miles",https://www.facebook.com/marketplace/item/2389348501090290/,2
2008 Saab 9-3,"$5,900",N/A,"98,295 miles",https://www.facebook.com/marketplace/item/434292814069373/,10
2006 Audi A4,"$1,500",N/A,"106,000 miles",https://www.facebook.com/marketplace/item/2174485359438659/,6
2008 Honda CR-V,"$7,000",N/A,"72,880 miles",https://www.facebook.com/marketplace/item/1201631386644608/,20
1987 Jaguar XJ,"$2,000",N/A,"82,000 miles",https://www.facebook.com/marketplace/item/2817966608344060/,11
2007 Rav4 Toyota,"$5,500",N/A,"120,357 miles",https://www.facebook.com/marketplace/item/247778636139409/,9
2006 Nissan Altima,"$2,400",N/A,"175,694 miles",https://www.facebook.com/marketplace/item/298074664397225/,6
2005 Honda Civic,"$2,995",N/A,"173,000 miles",https://www.facebook.com/marketplace/item/2117428598303777/,2
2012 Honda Accord,"$5,300",N/A,"125,000 miles",https://www.facebook.com/marketplace/item/280335482637867/,17
1998 Honda Accord,"$1,600",N/A,"156,000 miles",https://www.facebook.com/marketplace/item/305468383687042/,5
2009 Honda Odyssey,"$2,999",N/A,"210,000 miles",https://www.facebook.com/marketplace/item/229395891348324/,6
2003 Ford F350 Super Cab,"$6,000",N/A,"100,000 miles",https://www.facebook.com/marketplace/item/823668808009843/,3
2017 Polaris Sportsman 570,"$5,500",N/A,N/A,https://www.facebook.com/marketplace/item/397244674179911/,2
2001 Honda Civic,"$1,000",N/A,"183,000 miles",https://www.facebook.com/marketplace/item/2010876775696302/,6
2012 Kawasaki Ninja 650 ONLY 800 MILES,"$5,500",N/A,810 miles,https://www.facebook.com/marketplace/item/311516876217700/,5
2016 Toyota Tacoma Access Cab,"$29,222",N/A,"17,186 miles",https://www.facebook.com/marketplace/item/2114207795558604/,2
2004 Toyota Sequoia,"$6,500",N/A,"150,000 miles",https://www.facebook.com/marketplace/item/2091128687675350/,5
2015 Nissan Sentra,"$13,991",N/A,"13,682 miles",https://www.facebook.com/marketplace/item/2098368290251649/,13
2002 Chevrolet Tahoe,"$3,000",N/A,"164,000 miles",https://www.facebook.com/marketplace/item/292075634825144/,2
2005 Suzuki Boulevard C50,"$3,200",N/A,"14,000 miles",https://www.facebook.com/marketplace/item/789772414716871/,9
2014 Chrysler Town & Country,"$1,495",N/A,"98,451 miles",https://www.facebook.com/marketplace/item/1610525785758271/,10
2010 Honda Civic,"$1,639",N/A,"245,000 miles",https://www.facebook.com/marketplace/item/2185861491711509/,7
2005 Honda Odyssey,"$3,200",N/A,"188,000 miles",https://www.facebook.com/marketplace/item/244380269781668/,18
2003 Nissan Murano,"$2,500",N/A,"170,000 miles",https://www.facebook.com/marketplace/item/300091247372319/,9
2007 BMW 750i,"$8,500",N/A,"80,000 miles",https://www.facebook.com/marketplace/item/2071310153161251/,20
2007 Acura MDX,"$7,500",N/A,"91,000 miles",https://www.facebook.com/marketplace/item/387106075389128/,9
2000 Saturn S-Series,"$2,100",N/A,"144,000 miles",https://www.facebook.com/marketplace/item/384328129070231/,10
2006 BMW 3 Series,"$9,000",N/A,"118,000 miles",https://www.facebook.com/marketplace/item/361274527769471/,0
2008 Chevrolet 1500 Extended Cab,"$12,000",N/A,"85,000 miles",https://www.facebook.com/marketplace/item/382840912504069/,2
1993 Ford / Winnebego Ford 350 / Minnie Winnie,"$5,000",N/A,N/A,https://www.facebook.com/marketplace/item/2130057953740668/,8
2011 Audi Q5,"$11,000",N/A,"118,000 miles",https://www.facebook.com/marketplace/item/244643463132711/,8
2017 Chevrolet Impala,"$2,000",N/A,"44,000 miles",https://www.facebook.com/marketplace/item/581077715687603/,7
2002 Honda 400EX,"$1,700",N/A,N/A,https://www.facebook.com/marketplace/item/2221477874772717/,5
2000 Yamaha Blaster,$800,N/A,666 miles,https://www.facebook.com/marketplace/item/401112357301832/,0
2012 Honda Accord,"$5,800",N/A,"82,000 miles",https://www.facebook.com/marketplace/item/763952960643926/,7
2013 Land Rover Range Rover Evoque,"$20,900",N/A,"81,000 miles",https://www.facebook.com/marketplace/item/2313489232007990/,15
2006 Volkswagen Jetta,"$4,000",N/A,"110,000 miles",https://www.facebook.com/marketplace/item/314185152560222/,5
2005 Chevrolet Impala,"$1,800",N/A,"198,861 miles",https://www.facebook.com/marketplace/item/817496128585073/,7
2008 Dodge Avenger,"$2,025",N/A,"164,000 miles",https://www.facebook.com/marketplace/item/709783019422152/,7
2005 Dodge Avenger,"$1,995",N/A,"160,000 miles",https://www.facebook.com/marketplace/item/373036486825270/,7
2006 Chrysler Pacifica,"$2,600",N/A,"125,000 miles",https://www.facebook.com/marketplace/item/378606782956171/,13
1986 Chevrolet Monte Carlo,"$6,500",N/A,"77,000 miles",https://www.facebook.com/marketplace/item/360863347822740/,8
2006 Nissan Altima,"$2,100",N/A,"159,000 miles",https://www.facebook.com/marketplace/item/636026443478437/,6
2005 Chevrolet Suburban 1500,"$5,500",N/A,"112,000 miles",https://www.facebook.com/marketplace/item/239109887032010/,15
2003 GMC Envoy XL,"$3,450",N/A,"128,000 miles",https://www.facebook.com/marketplace/item/1982912455141077/,7
2007 BMW 3 Series,"$5,800",N/A,"131,000 miles",https://www.facebook.com/marketplace/item/240671156811477/,7
2012 Nissan Rogue,"$6,499",N/A,N/A,https://www.facebook.com/marketplace/item/306064576658621/,10
