Company,CEO,CEO Linkedin Profile,Vice President,Vice President Linkedin Profile
Hubbell Inc,David Nord ,https://www.linkedin.com/in/david-nord-96b00824,Elicia Pegues Spearman ,https://www.linkedin.com/in/eliciaspearmanexechrattorney
"Huntington Ingalls Industries, Inc.",Byron Himple ,https://www.linkedin.com/in/byron-himple-991915162,Nicolas Schuck ,https://www.linkedin.com/in/nicolas-schuck-480a1814
"Hurco Companies, Inc.",Greg Volovic ,https://www.linkedin.com/in/greg-volovic-33259b2,Greg Volovic ,https://www.linkedin.com/in/greg-volovic-33259b2
"Hyster-Yale Materials Handling, Inc.",Suzy Taylor ,https://www.linkedin.com/in/suzy-taylor-3b266a5,Jennifer Langer ,https://www.linkedin.com/in/jennifer-langer-9907633
Icahn Enterprises L.P.,Carl C. Icahn ,https://www.linkedin.com/in/carl-c-icahn-b396b84,Craig Pettit ,https://www.linkedin.com/in/craig-pettit-92586470
IDEX Corporation,Andrew Silvernail ,https://www.linkedin.com/in/andrew-silvernail-6951214,Michael H. Charpentier ,https://www.linkedin.com/in/michael-h-charpentier-5962b67
"IES Holdings, Inc.",Gary A. Kerley ,https://www.linkedin.com/in/gary-a-kerley-aa933221,Will Albright ,https://www.linkedin.com/in/will-albright-59b0856
II-VI Incorporated,Cheryl Arnold ,https://www.linkedin.com/in/cheryl-arnold-7a19251b,James McEvoy ,https://www.linkedin.com/in/jamesmcevoy
"Illumina, Inc.",Daniel Bradbury ,https://www.linkedin.com/in/bradburydaniel,Susan Tousi ,https://www.linkedin.com/in/susan-tousi-7936a06
"Image Sensing Systems, Inc.",Chad Stelzig ,https://www.linkedin.com/in/chadstelzig,Andrew M. Markese ,https://www.linkedin.com/in/andrew-m-markese-b8b003a
"Impinj, Inc.",Chris Diorio ,https://www.linkedin.com/in/chris-diorio-7857a637,Mike Kastner ,https://www.linkedin.com/in/mike-kastner-5aa4a47
Ingersoll-Rand plc (Ireland),Result Not Found,No Results,Rohit Waghadhare ,https://in.linkedin.com/in/rohit-waghadhare-46837617
"Insteel Industries, Inc.",Faruk Gole ,https://www.linkedin.com/in/farukhgole,"R. Stephen Burgess, CPCC ",https://www.linkedin.com/in/r-stephen-burgess-cpcc-9a46594
inTest Corporation,Robert Matthiessen ,https://www.linkedin.com/in/robert-matthiessen-7333937a,Mark Bradford ,https://www.linkedin.com/in/mark-bradford-17487711
IntriCon Corporation,Mark Gorder ,https://www.linkedin.com/in/mark-gorder-ab3b8a1a,Mike Geraci ,https://www.linkedin.com/in/mike-geraci-00b1556
"Itron, Inc.",Catriona Fallon ,https://www.linkedin.com/in/catriona-fallon-54127,Kenneth Gianella ,https://www.linkedin.com/in/gianella
ITT Inc.,Tracii Smith ,https://www.linkedin.com/in/tracii-smith-6357a214a,Francesco Lucciola ,https://www.linkedin.com/in/francesco-lucciola-52b65b5
James Hardie Industries plc.,Randall Tindell ,https://www.linkedin.com/in/randall-tindell-b9677626,Jason Bradshaw ,https://www.linkedin.com/in/jason-bradshaw-572a0745
Kaiser Aluminum Corporation,Sean Hussey ,https://www.linkedin.com/in/sean-hussey-6344894,Neal West ,https://www.linkedin.com/in/neal-west-6216a75
"Kandi Technologies Group, Inc.",Johnny Tai ,https://www.linkedin.com/in/johnny-tai-25170122,Top 4 Mei profiles at Harris,https://www.linkedin.com/pub/dir/+/Mei/harris-corporation-company
Kazia Therapeutics Limited,James Garner ,https://au.linkedin.com/in/jamessgarner,James Garner ,https://au.linkedin.com/in/jamessgarner
KB Home,Kimberly Walden ,https://www.linkedin.com/in/kimberly-walden-79075111b,Josh Wheeler ,https://www.linkedin.com/in/jwheel
Kelso Technologies Inc,Kathy Love ,https://www.linkedin.com/in/kathy-love-2a725847,Amanda Smith ,https://www.linkedin.com/in/amanda-smith-62688829
Kemet Corporation,Per,https://www.linkedin.com/in/perolofloof,William Lowe ,https://www.linkedin.com/in/william-lowe-76b6a264
Kennametal Inc.,Angela Robin Grace ,https://www.linkedin.com/in/angela-robin-grace-a530bb55,Jan Kees van Gaalen ,https://www.linkedin.com/in/jankeesvangaalen
Kewaunee Scientific Corporation,David Rausch ,https://www.linkedin.com/in/david-rausch-8a252421,Dana Dahlgren ,https://www.linkedin.com/in/dana-dahlgren-7a752b21
Keysight Technologies Inc.,Ingrid Estrada ,https://www.linkedin.com/in/ingrid-estrada-4661ab15,Daniel Thomasson ,https://www.linkedin.com/in/danielthomasson
KLA-Tencor Corporation,Rick Wallace ,https://www.linkedin.com/in/rickpwallace,"Sandra Mahadwar (SPHR, GPHR) ",https://www.linkedin.com/in/sandramahadwar
Kornit Digital Ltd.,Dr. Muhammad Iraqi ,https://il.linkedin.com/in/dr-muhammad-iraqi-375a67151,Don Whaley ,https://www.linkedin.com/in/donbwhaley
"Kratos Defense & Security Solutions, Inc.",Ben Goodwin ,https://www.linkedin.com/in/ben-goodwin-ba111417,Angela Chow ,https://www.linkedin.com/in/angela-chow-5266119
L.S. Starrett Company (The),Result Not Found,No Results,Result Not Found,No Results
LCI Industries,Jason Lippert ,https://www.linkedin.com/in/jason-lippert-a3499861,Andrew Namenye ,https://www.linkedin.com/in/andrewnamenye
Lear Corporation,Ray Scott ,https://www.linkedin.com/in/ray-scott-28b40663,Jon Damm ,https://www.linkedin.com/in/jon-damm-955b103
"Lennox International, Inc.",Mike Schwartz ,https://www.linkedin.com/in/mike-schwartz-11147b13,Rod Flory ,https://www.linkedin.com/in/rod-flory-194a25a
"LG Display Co., Ltd.",Eungseok(Kevin) Lee ,https://sg.linkedin.com/pub/eungseok-kevin-lee/8b/740/775?trk=biz_employee_pub,BD David Lim ,https://kr.linkedin.com/in/bd-david-lim-8b80a05
"LGI Homes, Inc.",Will Lee ,https://www.linkedin.com/in/will-lee-b3a6b832,Will Lee ,https://www.linkedin.com/in/will-lee-b3a6b832
"LGL Group, Inc. (The)",Result Not Found,No Results,Result Not Found,No Results
"Libbey, Inc.",Stephanie Streeter ,https://www.linkedin.com/in/stephanie-streeter-b7b71910,Bill Mossing ,https://www.linkedin.com/in/bill-mossing-83ba596
"Lifetime Brands, Inc.",Marian Finnigan ,https://www.linkedin.com/in/marian-finnigan-65a48018,Jacqueline Fagan ,https://www.linkedin.com/in/jacqueline-fagan-1068b18
Lindsay Corporation,Tim Hassinger ,https://www.linkedin.com/in/tim-hassinger-58a551b,Kelly Staup ,https://www.linkedin.com/in/kellystrukoff
Lockheed Martin Corporation,Marillyn Hewson ,https://www.linkedin.com/in/marillyn-hewson-24763179,Rainia L. Washington ,https://www.linkedin.com/in/rainia-l-washington-0ab8308
Loma Negra Compania Industrial Argentina Sociedad Anonima,Rodriguez Ansaldi Tomas ,https://ar.linkedin.com/in/rodriguez-ansaldi-tomas-007766110,Result Not Found,No Results
"Lydall, Inc.",David Williams ,https://www.linkedin.com/in/david-williams-71583717,"James Laughlan, CPA ",https://www.linkedin.com/in/james-laughlan-cpa-7298137
Lyon William Homes,Result Not Found,No Results,Result Not Found,No Results
"M.D.C. Holdings, Inc.",Kelly Taga ,https://www.linkedin.com/in/kellytaga,Krista Montgomery ,https://www.linkedin.com/in/krista-montgomery-34187121
"M/I Homes, Inc.",Mark Cosmos ,https://www.linkedin.com/in/mark-cosmos-164138147,Will Duderstadt ,https://www.linkedin.com/in/willduderstadt
"Magna International, Inc.",Terry Burns ,https://www.linkedin.com/pub/terry-burns/ba/143/a45,Frank Casali ,https://www.linkedin.com/in/frank-casali-aa946011
"Malibu Boats, Inc.",Eric Bondy ,https://www.linkedin.com/in/ericbondy,"Deborah S. Kent, SPHR, SHRM",https://www.linkedin.com/in/deborah-s-kent-sphr-shrm-scp-02326b1
"Manitowoc Company, Inc. (The)",Joshua Murray ,https://www.linkedin.com/in/joshua-murray-5ab785ab,Qian (Dean) xie ,https://cn.linkedin.com/in/qian-dean-xie-256ba175/de
Marine Products Corporation,"Anthony Parisi, CPA, MBA ",https://www.linkedin.com/in/anthnyparisi,"Anthony Parisi, CPA, MBA ",https://www.linkedin.com/in/anthnyparisi
"MasterCraft Boat Holdings, Inc.",Result Not Found,No Results,Result Not Found,No Results
Materion Corporation,Tom Kimble ,https://www.linkedin.com/in/tom-kimble-43aa085,Tom Kimble ,https://www.linkedin.com/in/tom-kimble-43aa085
Matthews International Corporation,Brian Walters ,https://www.linkedin.com/in/brian-walters-52955914,Brian Walters ,https://www.linkedin.com/in/brian-walters-52955914
"McDermott International, Inc.",David Dickson ,https://www.linkedin.com/in/david-dickson-449ba416b,"Garth Jensen, Esq. ",https://www.linkedin.com/in/garth-jensen-esq-ab601b14
Mercury Systems Inc,"Jane Wu, MSI ",https://www.linkedin.com/in/jane-wu-msi-73609975,Darryl McKenney ,https://www.linkedin.com/in/darryl-mckenney-620b893
Meritage Corporation,Carmen Urquidi,https://www.linkedin.com/in/carmen-urquidi-pratt-97180142,Jeff Luke ,https://www.linkedin.com/in/jeff-luke-06569233
"Meritor, Inc.",Jay Craig ,https://www.linkedin.com/in/jay-craig-0897ba5b,Krista Sohm (McClure) ,https://www.linkedin.com/in/krista-sohm-mcclure-8688787
"Mesa Laboratories, Inc.",Gary Owens ,https://www.linkedin.com/in/gary-owens-67731,Glenn Adriance ,https://www.linkedin.com/in/glennadriance
"Methode Electronics, Inc.",Mark R. Shermetaro ,https://www.linkedin.com/in/markshermetaro,Mark R. Shermetaro ,https://www.linkedin.com/in/markshermetaro
"Mettler-Toledo International, Inc.",Irina Stavitskaya ,https://www.linkedin.com/pub/irina-stavitskaya/73/763/671?trk=pub-pbmap,Harry Seibert ,https://www.linkedin.com/in/harryseibert
"Microvision, Inc.",Perry Mulligan ,https://www.linkedin.com/in/perry-mulligan-1a95314,Neal Callan ,https://www.linkedin.com/in/nealcallan
"MICT, Inc.",Orna Almog ,https://www.linkedin.com/in/orna-almog-27bb886,Result Not Found,No Results
"Miller Industries, Inc.",Eric Miller ,https://www.linkedin.com/in/eric-miller-9b537545,Scott Sheer ,https://www.linkedin.com/in/scott-sheer-69a4781b
"MISONIX, Inc.",Scott Ludecker ,https://www.linkedin.com/in/scottludecker,Scott Ludecker ,https://www.linkedin.com/in/scottludecker
"MKS Instruments, Inc.",John Ippolito ,https://www.linkedin.com/in/jippolito,Catherine Langtry ,https://www.linkedin.com/in/catherine-langtry-3311116
"Mobile Mini, Inc.",Erik Olsson ,https://www.linkedin.com/in/erikolsson1,Chris Anderson ,https://www.linkedin.com/in/chrisanderson14
Modine Manufacturing Company,Heb Jen ,https://www.linkedin.com/in/heb-jen-0aa10b15b,C. Steve Langer ,https://www.linkedin.com/in/c-steve-langer-0974a980
"Motorcar Parts of America, Inc.",Tim Vargo ,https://www.linkedin.com/in/tim-vargo-24559611,Tim Vargo ,https://www.linkedin.com/in/tim-vargo-24559611
MRC Global Inc.,Robert Stein ,https://www.linkedin.com/in/robertsteinmrc,Robert Stein ,https://www.linkedin.com/in/robertsteinmrc
"MSC Industrial Direct Company, Inc.",Bruce Kennedy ,https://www.linkedin.com/in/brucekennedy3759,Bruce Kennedy ,https://www.linkedin.com/in/brucekennedy3759
MTS Systems Corporation,Mark D. Losee ,https://www.linkedin.com/in/mark-d-losee-7300a614,Bob Ries ,https://www.linkedin.com/in/bob-ries-8a98546
"Mueller Industries, Inc.",Greg Christopher ,https://www.linkedin.com/in/greg-christopher-3b574114b,Jack Treas ,https://www.linkedin.com/in/jacktreas
Mueller Water Products Inc,John DeYarman ,https://www.linkedin.com/in/john-deyarman-0436151,Donna Raines ,https://www.linkedin.com/in/donna-raines-1b887234
Nanometrics Incorporated,Pierre,https://www.linkedin.com/in/pierre-yves-lesaicherre-aa051b4,Janet Taylor ,https://www.linkedin.com/in/janet-taylor-3b541a15
"National Presto Industries, Inc.",John Hopkins ,https://www.linkedin.com/in/john-hopkins-894b386,Don Hoeschen ,https://www.linkedin.com/in/don-hoeschen-a60b3b10
National Steel Company,"Max Merz III, CPSM, C.P.M., CPP ",https://www.linkedin.com/in/maxmerziii,Carlos Silva ,https://www.linkedin.com/pub/carlos-silva/22/645/6B9/
Navistar International Corporation,Robert B. Walsh ,https://www.linkedin.com/in/robert-b-walsh-1984925a,Curt A. Kramer ,https://www.linkedin.com/in/curtakramer
Navistar International Corporation,Robert B. Walsh ,https://www.linkedin.com/in/robert-b-walsh-1984925a,Curt A. Kramer ,https://www.linkedin.com/in/curtakramer
"NCI Building Systems, Inc.",Don Riley ,https://www.linkedin.com/in/donrileynci,Dan Ronchetto ,https://www.linkedin.com/in/danronchetto
Neonode Inc.,Remo Behdasht ,https://au.linkedin.com/in/remo-behdasht-049a438,Brunton David ,https://www.linkedin.com/in/brunton-david-33187310
New Home Company Inc. (The),Top 25 Leo Castillo profiles ,https://www.linkedin.com/pub/dir/Leo/Castillo,30+ Leonard profiles at Broadcom ,https://www.linkedin.com/pub/dir/Leonard/+/broadcom-company
NF Energy Saving Corporation,Result Not Found,No Results,Result Not Found,No Results
NIO Inc.,Manos Megagiannis ,https://www.linkedin.com/in/megagiannis,Manos Megagiannis ,https://www.linkedin.com/in/megagiannis
Niu Technologies,Chris Gulbrandsen ,https://www.linkedin.com/in/chris-gulbrandsen-5597864,Joseph Constanty ,https://www.linkedin.com/in/josephconstanty/
"NN, Inc.",Richard D Holder ,https://www.linkedin.com/in/richard-d-holder-5a68a912,Tom Burwell ,https://www.linkedin.com/in/tom-burwell-892a3320
Nordson Corporation,Michael Hilton ,https://www.linkedin.com/in/michael-hilton-7b25a57b,Gina Brickley Beredo ,https://www.linkedin.com/in/gina-brickley-beredo-8364424
Nortech Systems Incorporated,Stacey Stoskopf ,https://www.linkedin.com/in/stacey-stoskopf-ab53b0b6,Heather Richardson ,https://www.linkedin.com/in/heather-richardson-0a3b4239
Northern Technologies International Corporation,Patrick Lynch ,https://www.linkedin.com/in/patrick-lynch-702b7b2,Wade Rohland ,https://www.linkedin.com/in/wade-rohland-b8ab8114
Northrop Grumman Corporation,Ronald D Sugar ,https://www.linkedin.com/in/ronald-d-sugar-b62ba358,Ginger Wierzbanowski ,https://www.linkedin.com/in/ginger-wierzbanowski-0b582810
Nova Measuring Instruments Ltd.,Adrian Wilson ,https://www.linkedin.com/in/adrianswilson,Gabi Sharon ,https://il.linkedin.com/in/gabi-sharon-0429b517
"NVR, Inc.",Larry Bernard ,https://www.linkedin.com/in/larry-bernard-71a601126,Keith Anderson ,https://www.linkedin.com/in/keith-anderson-2941ba14
"Omega Flex, Inc.",Paul J. Kane ,https://www.linkedin.com/in/paulkanecfo,Stephanie Salak,https://www.linkedin.com/in/stephanie-salak-barry-1379778
Orbotech Ltd.,Jean,https://il.linkedin.com/in/jdgibrat,Yoav Harel ,https://www.linkedin.com/in/yoav-harel-28a45734
Oshkosh Corporation,Wilson Jones ,https://www.linkedin.com/in/wilson-jones-38885313,Angie Zeigler ,https://www.linkedin.com/in/angie-zeigler-056a6a1
Owens Corning Inc,Smajo Catakovic ,https://www.linkedin.com/in/smajo-catakovic-a975928,Lee Coffey ,https://www.linkedin.com/in/lee-coffey-50253a66
PACCAR Inc.,Melissa Merritt ,https://www.linkedin.com/in/melissa-merritt-abb9156,Marco Antonio Davila Hernandez ,https://www.linkedin.com/in/marco-antonio-davila-hernandez-794aba55
"Pacific Biosciences of California, Inc.",Jacqueline Lim ,https://www.linkedin.com/in/jacqueline-lim-7a946aa,Vesselin Mihaylov ,https://www.linkedin.com/in/vesselin-mihaylov-3781961b
Parker-Hannifin Corporation,Thomas Williams ,https://www.linkedin.com/in/thomas-williams-785784156,Tom Gentile ,https://www.linkedin.com/in/tom-gentile-57b022b
Park-Ohio Holdings Corp.,Leonard Annaloro ,https://www.linkedin.com/in/leonardannaloro,Robert (R.J.) Schoger ,https://www.linkedin.com/in/robert-r-j-schoger-20996537
"Perceptron, Inc.",Jeff Armstrong ,https://www.linkedin.com/in/jeff-armstrong-5969134,Rick Van Valkenburg ,https://www.linkedin.com/in/rick-van-valkenburg-a510389
"PerkinElmer, Inc.",Robert Friel ,https://www.linkedin.com/in/robert-friel-94ba7a117,Steve Hardy ,https://www.linkedin.com/in/steevh
"Perma-Pipe International Holdings, Inc.",Dave Mansfield ,https://www.linkedin.com/in/djmansfield9,Karl J. Schmidt ,https://www.linkedin.com/in/karljschmidt
"PGT Innovations, Inc.",Trish McConnell ,https://www.linkedin.com/in/trish-mcconnell-559a942a,Trish McConnell ,https://www.linkedin.com/in/trish-mcconnell-559a942a
Polaris Industries Inc.,James Williams ,https://www.linkedin.com/in/james-williams-8424a6b5,James Williams ,https://www.linkedin.com/in/james-williams-8424a6b5
"Precipio, Inc.",Ilan Danieli ,https://www.linkedin.com/in/ilan-danieli-915a8b,Justin Lee ,https://www.linkedin.com/in/justin-lee-6a51844
"Proto Labs, Inc.",Andrew Panos ,https://www.linkedin.com/in/andrewgpanos,Renee Conklin ,https://www.linkedin.com/in/renee-conklin-8bb8367
"PulteGroup, Inc.",Roger A. Cregg ,https://www.linkedin.com/in/rogeracregg2747b111,Jim Zeumer ,https://www.linkedin.com/in/jim-zeumer-1265155
Quanex Building Products Corporation,Bill Griffiths ,https://www.linkedin.com/in/bill-griffiths,George Wilson ,https://www.linkedin.com/in/george-wilson-15a86011
"Quanta Services, Inc.",Julie Williams ,https://www.linkedin.com/in/julie-williams-6495086a,Pete O'Brien ,https://www.linkedin.com/in/pete-o-brien-17881ab
Quanterix Corporation,Kevin Hrusovsky ,https://www.linkedin.com/in/kevinhrusovsky,Dan Sikkema ,https://www.linkedin.com/in/dan-sikkema-1621b01a
"Raven Industries, Inc.",Alex Nichols ,https://www.linkedin.com/in/alex-nichols-7b723671,Eugene Doemling ,https://www.linkedin.com/in/eugene-doemling-85913a1a
Raytheon Company,Dinesh C Paliwal ,https://www.linkedin.com/in/dinesh-c-paliwal-b23930a5,Tom Laliberty ,https://www.linkedin.com/in/tom-laliberty-08567437
RBC Bearings Incorporated,Thomas Burigo ,https://www.linkedin.com/in/thomas-burigo-9146a646,Joseph Salamunovich ,https://www.linkedin.com/in/joseph-salamunovich-29109211
"Resideo Technologies, Inc.",Kristin M. Toste ,https://www.linkedin.com/in/kristin-m-toste-3539a553,Jeff Riley ,https://www.linkedin.com/in/jeff-riley-32591044
"ReTo Eco-Solutions, Inc.",趙Zhao子蛟Giorgio ,https://cn.linkedin.com/in/neorio,Top 10 G Zhao profiles ,https://www.linkedin.com/pub/dir/G/Zhao
"REV Group, Inc.",Ian Walsh ,https://www.linkedin.com/in/ian-walsh-76864a2b,Sandy Bugbee ,https://www.linkedin.com/in/sandy-bugbee-b8b5981a
"RF Industries, Ltd.",Robert Dawson ,https://www.linkedin.com/in/robertdawson3,Manny Gutsche ,https://www.linkedin.com/in/mannygutsche
"Rockwell Automation, Inc.",Rocky Greene ,https://www.linkedin.com/in/rocky-greene-5614b099,Susan (Wallace) Schmitt ,https://www.linkedin.com/in/sjschmitt
"Roper Technologies, Inc.",Neil Hunn ,https://www.linkedin.com/in/neil-hunn-265a2443,Jason Conley ,https://www.linkedin.com/in/jason-conley-aa22177
"Rudolph Technologies, Inc.",Paul McLaughlin ,https://www.linkedin.com/in/paul-mclaughlin-hbs,Bob DiCrosta ,https://www.linkedin.com/in/bob-dicrosta-3b708a8
"Schmitt Industries, Inc.",James A. Fitzhenry ,https://www.linkedin.com/in/james-a-fitzhenry-b02a1951,David Case ,https://www.linkedin.com/in/david-case-178713117
Sensata Technologies Holding plc,Result Not Found,No Results,Steven Reynolds ,https://www.linkedin.com/in/steven-reynolds-9026381
"Senseonics Holdings, Inc.",Mike Gill ,https://www.linkedin.com/in/mikejgill,Mirasol Panlilio ,https://www.linkedin.com/in/mirasol-panlilio-a092854
"Servotronics, Inc.",Deneb Pirrone ,https://www.linkedin.com/in/deneb-pirrone-084a31,Deneb Pirrone ,https://www.linkedin.com/in/deneb-pirrone-084a31
"Shiloh Industries, Inc.",Kimberly Buhl ,https://www.linkedin.com/in/kimberly-buhl-6a49718,Kimberly Buhl ,https://www.linkedin.com/in/kimberly-buhl-6a49718
"SIFCO Industries, Inc.",Pete Knapper ,https://www.linkedin.com/in/pete-knapper-758398b,Frank Cappello ,https://www.linkedin.com/in/frank-cappello-7576a714
"Simpson Manufacturing Company, Inc.",Kevin Swartzendruber ,https://www.linkedin.com/in/kevin-swartzendruber-755a2425,Kevin Swartzendruber ,https://www.linkedin.com/in/kevin-swartzendruber-755a2425
Snap-On Incorporated,Nancy Wolters ,https://www.linkedin.com/in/nancy-wolters-4a037512,Kevin Lee Thatcher ,https://www.linkedin.com/in/kevin-lee-thatcher-a9b95010
"SORL Auto Parts, Inc.",VIRGINIA P'AN ,https://www.linkedin.com/in/virginiapan,陈自立,https://www.linkedin.com/in/%E8%87%AA%E7%AB%8B-%E9%99%88-006bb510a
"Spartan Motors, Inc.",Daryl Adams ,https://www.linkedin.com/in/darylmadams,Kurt Beyer ,https://www.linkedin.com/in/kurt-beyer-aa81298
"Spirit Aerosystems Holdings, Inc.",Philip Anderson ,https://www.linkedin.com/in/philip-anderson-b4047b8b,Philip Anderson ,https://www.linkedin.com/in/philip-anderson-b4047b8b
"Standard Motor Products, Inc.",Eric Sills ,https://www.linkedin.com/in/eric-sills-20161b125,Sandy Kay ,https://www.linkedin.com/in/sandy-kay-79b23410
"Stanley Black & Decker, Inc.",James Loree ,https://www.linkedin.com/in/james-loree-485207123,Shannon Lapierre ,https://www.linkedin.com/in/shannon-lapierre-6a272b4
"Stanley Black & Decker, Inc.",James Loree ,https://www.linkedin.com/in/james-loree-485207123,Shannon Lapierre ,https://www.linkedin.com/in/shannon-lapierre-6a272b4
"Stanley Black & Decker, Inc.",James Loree ,https://www.linkedin.com/in/james-loree-485207123,Shannon Lapierre ,https://www.linkedin.com/in/shannon-lapierre-6a272b4
Steel Partners Holdings LP,Warren Lichtenstein ,https://www.linkedin.com/in/warrenlichtenstein,"Joseph Sherk, CPA ",https://www.linkedin.com/in/joseph-sherk-cpa-67a2074
"Stoneridge, Inc.",Jon DeGaynor ,https://www.linkedin.com/in/jon-degaynor-08b9905,Tony Moore ,https://www.linkedin.com/in/tony-moore-20a7286
Strattec Security Corporation,Frank Krejci ,https://www.linkedin.com/in/frank-krejci-550a0022,Brian Reetz ,https://www.linkedin.com/in/brian-reetz-11733041
"Sturm, Ruger & Company, Inc.",Paul Pluff ,https://www.linkedin.com/in/paul-pluff-17212113,Steve Maynard ,https://nz.linkedin.com/pub/steve-maynard/55/a7a/3a6
Sun Hydraulics Corporation,Wolfgang H. Dangel ,https://www.linkedin.com/in/wolfgang-h-dangel-2382648,Greg Glass ,https://www.linkedin.com/in/greg-glass-69751816
Sunrun Inc.,Bill Owens ,https://www.linkedin.com/in/whowens,Bill Owens ,https://www.linkedin.com/in/whowens
"Superior Industries International, Inc.",Carrie Neuendorf,https://www.linkedin.com/in/carrie-neuendorf-geeck-443b3213,Bud Fanelli ,https://www.linkedin.com/in/bud-fanelli-50a40411
"Sypris Solutions, Inc.",Richard Davis ,https://www.linkedin.com/in/richard-davis-47bb4612,Richard Davis ,https://www.linkedin.com/in/richard-davis-47bb4612
Systemax Inc.,Larry Reinhold ,https://www.linkedin.com/in/larryreinhold,Tex Clark ,https://www.linkedin.com/in/tex-clark-1323328
TAT Technologies Ltd.,Igal Zamir ,https://il.linkedin.com/in/igal-zamir-9049a214,Alex Bukin ,https://il.linkedin.com/in/alexbukin
Tata Motors Ltd,PRANAB GHOSH ,https://za.linkedin.com/in/pranab-ghosh-4263b5a1,Vernon Noronha ,https://www.linkedin.com/in/vernon-noronha-6495a3102
"Taylor Devices, Inc.",Alan Klembczyk ,https://www.linkedin.com/in/alan-klembczyk-1577441a,Joseph Sikorski ,https://www.linkedin.com/in/joseph-sikorski-951955101
Taylor Morrison Home Corporation,Jodi Mosser ,https://www.linkedin.com/in/jodi-mosser-46ba423a,Debbie Beets ,https://www.linkedin.com/in/debbie-beets-58537013
Tecogen Inc.,Hatsopoulos John ,https://www.linkedin.com/in/hatsopoulos-john-4a5890113,William Martini ,https://www.linkedin.com/in/william-martini-880aa611
Teledyne Technologies Incorporated,Mike Read ,https://www.linkedin.com/in/mike-read-2aba9547,Stephen Blackwood ,https://www.linkedin.com/in/stephen-blackwood-491b18112
"Telenav, Inc.",Teresa Sherman ,https://www.linkedin.com/in/teresa-sherman-20a9798,Samrah Khan ,https://www.linkedin.com/in/samrah-khan-34b6364
Tel-Instrument Electronics Corp.,Jeff O'Hara ,https://www.linkedin.com/in/jeff-o-hara-949421a,Michael Schirmer ,https://www.linkedin.com/in/michaelschirmer
Tenneco Inc.,Hari N. Nair ,https://www.linkedin.com/in/hari-n-nair-b47845b7,Hari N. Nair ,https://www.linkedin.com/in/hari-n-nair-b47845b7
"Teradyne, Inc.",Mike Bradley ,https://www.linkedin.com/in/mike-bradley-5a49379,Jim Mahon ,https://www.linkedin.com/in/jim-mahon-09020b7
Terex Corporation,Steve Filipov ,https://www.linkedin.com/in/steve-filipov-4709679,Scott Posner ,https://www.linkedin.com/in/scott-posner-0a35789
"Tesla, Inc.",fred smith ,https://www.linkedin.com/in/fred-smith-998878166,"Laurie Shelby, CIH, CSP ",https://www.linkedin.com/in/laurie-shelby-cih-csp-8142435
Textron Inc.,James Takats ,https://www.linkedin.com/in/james-takats-14301a12,Kim Chavez Schleiff ,https://www.linkedin.com/in/kim-chavez-schleiff
The ExOne Company,Jim McCarley ,https://www.linkedin.com/in/jim-mccarley-a3729612,Brian Smith ,https://www.linkedin.com/in/brian-smith-5a03295
Thermo Fisher Scientific Inc,John Kody ,https://www.linkedin.com/in/john-kody-7138134/de,Karen Kirkwood ,https://www.linkedin.com/in/karen-kirkwood-264b338
Timken Company (The),Daniel Szoch ,https://www.linkedin.com/in/danielszoch/zh-cn,Randy Dunn ,https://www.linkedin.com/in/randy-dunn-4b717342
"Toll Brothers, Inc.",Donald Salmon ,https://www.linkedin.com/in/donald-salmon-47ba3b6,Christine (Sufnar) Sciarrotta ,https://www.linkedin.com/in/christine-sufnar-sciarrotta-34008b8
Toro Company (The),Sharon M. Vessels ,https://cn.linkedin.com/pub/sharon-m-vessels/1/199/b09?trk=biz_employee_pub,Sharon M. Vessels ,https://cn.linkedin.com/pub/sharon-m-vessels/1/199/b09?trk=biz_employee_pub
"ToughBuilt Industries, Inc.",Michael Panosian ,https://www.linkedin.com/in/michael-panosian-356a6598,Zareh (Kach) Khachatoorian ,https://www.linkedin.com/in/zareh-kach-khachatoorian-3322a61b
"Tower International, Inc.",Tim Fleming ,https://www.linkedin.com/in/tim-fleming-59a1784,John Koehler ,https://www.linkedin.com/in/john-koehler-6141b128
Toyota Motor Corp Ltd Ord,Result Not Found,No Results,Result Not Found,No Results
"Transcat, Inc.",Lee Rudow ,https://www.linkedin.com/in/lee-rudow-28149710,Benjamin Hawley ,https://www.linkedin.com/in/benjamin-hawley-b33b511
Transdigm Group Incorporated,Todd Loschelder ,https://www.linkedin.com/in/todd-loschelder-9497756,Rodrigo Rubiano ,https://www.linkedin.com/in/rodrigorubiano
Tredegar Corporation,Drew Edwards ,https://www.linkedin.com/in/drew-edwards-56338313,Drew Edwards ,https://www.linkedin.com/in/drew-edwards-56338313
"TRI Pointe Group, Inc.",Heather Hamilton Breidenthal ,https://www.linkedin.com/in/heather-hamilton-breidenthal-16284a5,Heather Hamilton Breidenthal ,https://www.linkedin.com/in/heather-hamilton-breidenthal-16284a5
TriMas Corporation,Robert Zalupski ,https://www.linkedin.com/in/robert-zalupski-860522a,Jan van Dijk ,https://www.linkedin.com/in/jan-van-dijk-18a6445
Trimble Inc.,Michael Lesyna ,https://www.linkedin.com/in/michael-lesyna-11004226,Michael Lesyna ,https://www.linkedin.com/in/michael-lesyna-11004226
